Commodity,Number of trades,Traded items,Value of trades,https://www.adam4eve.eu/tradeVol_type.php
Rupture Permaband Roadies SKIN,2,2,1.115.166.704,L
Strong Sooth Sayer Booster Reaction Formula,1,1,1.114.600.016,L
Standup Einherji I,12,87,1.113.521.083,L
'Investor' Tracking Disruptor I,8,11,1.112.822.057,L
Fenrir Krusual SKIN,1,1,1.112.000.000,L
Compressed Iridescent Gneiss,23,923.805,1.111.984.126,L
Mining Connections,22,31,1.111.822.247,L
Satyr I,7,147,1.110.766.503,L
Antipharmakon Iokira,23,85,1.110.726.595,L
Prometium,23,84.825,1.110.613.953,L
True Sansha Capital Energy Nosferatu,2,2,1.110.405.345,L
Lachesis Awakening YC125 SKIN,3,3,1.109.413.544,L
Federation Navy Drone Navigation Computer,11,13,1.108.730.763,L
1600mm Rolled Tungsten Compact Plates,489,2.577,1.108.284.207,L
Isotropic Deposition Guide,271,4.288,1.108.258.849,L
Setele's Modified Co-Processor,2,2,1.107.595.882,L
Caldari Navy Mjolnir Cruise Missile,154,1.014.132,1.106.358.815,L
Confessor Khanid Cyber Knight SKIN,5,5,1.106.240.025,L
Talos Headhunter SKIN,1,1,1.106.000.000,L
Microfiber Shielding,31,172.341,1.105.982.242,L
Eifyr and Co. 'Alchemist' Neurotoxin Recovery NR-1005,7,7,1.105.420.860,L
True Sansha 10MN Afterburner,2,2,1.103.877.981,L
Drone Link Augmentor II,580,1.298,1.102.658.293,L
Astero Friendship League SKIN,2,2,1.102.468.838,L
Mining Foreman Burst II,195,446,1.102.013.827,L
Vorton Projector Operation,32,65,1.101.328.764,L
Zainou 'Deadeye' Sharpshooter ST-906,2,2,1.100.626.619,L
Vexor Navy Issue Intaki Syndicate SKIN,1,1,1.100.000.000,L
Armageddon Navy Issue EoM SKIN,1,1,1.100.000.000,L
Xarasier Medium Micro Jump Drive,1,1,1.100.000.000,L
Limited Hyperspatial Accelerator,74,153,1.099.305.619,L
Void Bomb Blueprint,2,6,1.099.246.751,L
Republic Fleet 1400mm Howitzer Artillery,6,8,1.098.983.352,L
Capital Computer System,20,132,1.098.905.253,L
Dromi I,19,72,1.098.660.386,L
Megathron Gilded Predator SKIN,1,1,1.098.399.968,L
Ahremen's Modified Large Armor Repairer,1,1,1.098.000.000,L
Structure Factory,5,14,1.097.530.380,L
Fission Thruster,6,1.627,1.097.344.571,L
Glorified Unstable Small Energy Neutralizer Mutaplasmid,3,3,1.095.569.029,L
Imperial Navy Curator,91,625,1.094.965.310,L
Drifted Electrum Metallic - Limited,10,43,1.094.066.788,L
Capital Asteroid Ore Compressor I Blueprint,5,5,1.093.500.000,L
Experimental Hyperspatial Accelerator,66,127,1.092.632.596,L
Small Salvage Tackle II,52,133,1.091.807.786,L
Low-grade Hydra Epsilon,5,5,1.091.340.326,L
Zainou 'Snapshot' Rockets RD-905,7,7,1.090.796.274,L
Caldari Navy Nova Heavy Missile,239,1.590.688,1.089.775.480,L
Research Project Management,22,26,1.088.905.893,L
Imperial Navy 800mm Steel Plates,32,49,1.088.643.189,L
Archon Arkombine Arisen SKIN,1,1,1.088.050.016,L
Capital Flex Shield Hardener II,9,10,1.087.997.987,L
Military Stasis Pods,17,5.016,1.086.971.157,L
Chaotic Firestorm Filament,177,814,1.085.934.999,L
Imperial Navy Heavy Energy Neutralizer,9,12,1.085.025.047,L
Large Bay Loading Accelerator II,14,15,1.084.196.420,L
Medium Drone Mining Augmentor II,59,105,1.084.099.058,L
Mid-grade Rapture Gamma,5,5,1.083.148.628,L
Sleipnir Chainbreaker Khumaak SKIN,1,1,1.082.000.000,L
Tairei's Modified Heavy Capacitor Booster,1,1,1.082.000.000,L
'Concussion' Compact Large Graviton Smartbomb,263,2.075,1.081.892.532,L
Rattlesnake Ace of Podhunters SKIN,1,1,1.081.849.984,L
Domination Inertial Stabilizers,14,16,1.081.296.437,L
Datacore - Plasma Physics,210,22.602,1.081.270.330,L
Dread Guristas Control Tower Medium,1,1,1.081.203.140,L
Capital Ancillary Current Router I,8,10,1.078.492.979,L
Weapon Disruption Burst Projector,3,3,1.077.000.032,L
Pelte Shield Booster II,111,138,1.076.225.821,L
Skybreaker AEGIS Police SKIN,4,4,1.074.943.064,L
Caldari Phenomena Generator Blueprint,3,3,1.074.400.000,L
Women's Scope Network Special Correspondent Suit,1,1,1.073.985.166,L
Distribution Connections,23,25,1.073.218.771,L
Scourge Fury Cruise Missile,213,2.305.804,1.073.094.668,L
Co-Processor II,700,1.495,1.072.955.235,L
Dual 1000mm Railgun I,9,19,1.071.799.871,L
High-grade Rapture Alpha,4,4,1.071.662.580,L
Gliding Mix - Unlimited,1,1,1.071.600.000,L
Coreli B-Type Multispectrum Coating,11,12,1.070.245.262,L
10000MN Monopropellant Enduring Afterburner,11,13,1.070.091.076,L
Groundbreaker Black Matte - Unlimited,17,26,1.069.248.368,L
Water-Cooled CPU,73,265.298,1.069.081.007,L
Exequror,73,146,1.067.861.597,L
5MN Digital Booster Microwarpdrive,4,4,1.066.756.400,L
Tyrant Blue Satin - Limited,11,98,1.066.078.228,L
Nanite Repair Paste Blueprint,19,26,1.066.050.334,L
Standup Cyclops I,5,23,1.065.956.859,L
Dark Blood Medium Armor Repairer,11,12,1.064.701.481,L
Unstable Heavy Warp Scrambler Mutaplasmid,2,2,1.064.535.323,L
Chelm's Modified Thermal Armor Hardener,1,1,1.063.149.952,L
Caldari Navy Scourge Torpedo,165,667.667,1.062.499.427,L
Sulfuric Acid Reaction Formula,42,130,1.062.375.990,L
Imperial Navy Slicer Imperial Police SKIN,2,2,1.062.007.810,L
Drifter Sweeps - Limited,29,60,1.060.956.669,L
Osprey Blueprint,11,13,1.060.456.344,L
Polyaramids,26,171.190,1.060.368.916,L
Proteus Serpentis SKIN,2,2,1.059.636.610,L
Zainou 'Gypsy' Signature Analysis SA-705,6,7,1.058.367.158,L
Republic Fleet Shield Boost Amplifier,11,11,1.057.216.646,L
Paladin Lavacore Imperial SKIN,1,1,1.056.200.000,L
Accelerant Decryptor,733,5.533,1.055.551.044,L
Standup M-Set Basic Capital Component Manufacturing Material Efficiency I,1,2,1.055.531.250,L
Standup Shadow,7,36,1.055.405.146,L
Caldari Navy Large Shield Booster,7,7,1.054.804.499,L
Potent Capsuleer Day XXII Cerebral Accelerator,36,41,1.054.585.841,L
Titanium Chromide Reaction Formula,42,164,1.053.746.468,L
Federation Navy 800mm Steel Plates,38,76,1.053.258.527,L
Gistum A-Type EM Shield Amplifier,10,11,1.052.224.776,L
Mid-grade Snake Alpha,21,22,1.051.608.488,L
Vigor Compact Micro Auxiliary Power Core,246,631,1.050.063.172,L
Tracking Enhancer II,601,1.477,1.050.038.301,L
Amarr Phenomena Generator Blueprint,1,3,1.050.000.000,L
Electron Bomb Blueprint,4,6,1.049.683.455,L
Vepas' Modified Multispectral ECM,1,1,1.049.352.008,L
Glorified Unstable 1MN Afterburner Mutaplasmid,3,3,1.048.627.346,L
Coreli C-Type Multispectrum Coating,15,18,1.048.202.195,L
Exploration Detector 3,2,2,1.047.943.750,L
Naglfar Awakening YC125 SKIN,1,1,1.047.500.032,L
Blue Racer Cobalt Metallic - Limited,34,458,1.047.333.314,L
Suppressed Lavender Satin - Limited,6,30,1.046.080.893,L
Batch Compressed Dark Ochre,1,22,1.044.736.000,L
Entosis Link I,31,57,1.044.578.579,L
50000MN Microwarpdrive I Blueprint,7,13,1.044.541.975,L
Republic Fleet Depleted Uranium M,137,498.598,1.042.544.179,L
Tyrfing I,7,87,1.041.172.703,L
Compressed Crystalline Crokite,18,337.204,1.038.312.353,L
Quad Mega Pulse Laser I,4,8,1.037.965.883,L
50000MN Y-T8 Compact Microwarpdrive,4,4,1.036.062.063,L
Inferno Rage Torpedo,134,661.129,1.035.749.438,L
Brutix Navy Issue Zydrine Burn SKIN,5,5,1.034.365.301,L
Standup Layered Armor Plating I,9,12,1.033.769.376,L
Lorentz Fluid,365,12.400,1.033.186.662,L
Men's Boardroom Loafers,2,2,1.033.172.729,L
Eifyr and Co. 'Rogue' Navigation NN-603,38,61,1.032.869.293,L
Capital Corporate Hangar Bay,18,79,1.032.404.000,L
Nestor Friendship League SKIN,3,4,1.031.929.557,L
Shadow Serpentis 100MN Afterburner,18,22,1.031.588.505,L
Signal-25 'Needlejack' Filament,84,278,1.030.738.123,L
Photonic Metamaterials Reaction Formula,21,62,1.029.163.444,L
Synth X-Instinct Booster,122,723,1.028.628.853,L
Medium Hyperspatial Velocity Optimizer I,393,1.344,1.028.168.076,L
Basic Capsuleer Day XXII Glamourex Booster,127,186,1.027.796.768,L
Occator Mabebu Exchange SKIN,2,2,1.026.734.757,L
Datacore - Electromagnetic Physics,240,15.680,1.025.737.357,L
'Jormungandr' Explosive Reaper,1,1,1.025.000.000,L
Prototype 'Arbalest' Rapid Light Missile Launcher,423,1.406,1.024.936.100,L
Centum A-Type Kinetic Energized Membrane,24,29,1.024.316.699,L
Low-grade Hydra Omega,4,4,1.022.340.403,L
Polarized Light Neutron Blaster,45,197,1.021.492.937,L
Prophecy Navy Issue Imperial Police SKIN,2,2,1.021.345.679,L
Antaeus I,5,50,1.021.253.665,L
Power Diagnostic System II,862,2.560,1.021.093.603,L
Catalyst,287,958,1.020.734.330,L
Large Ancillary Current Router I,50,84,1.020.719.251,L
Capital Remote Armor Repairer I,11,25,1.020.449.106,L
Fleet Command,25,30,1.018.917.248,L
Capital Core Defense Field Extender I,24,63,1.017.794.588,L
Dark Blood Heavy Beam Laser,7,14,1.017.647.148,L
Shadow Serpentis 250mm Railgun,14,19,1.017.430.178,L
Compressed Glistening Sylvite,24,974.679,1.017.253.466,L
Capacitor Power Relay II,686,2.229,1.016.370.505,L
Solis Mutanite,204,224.329,1.014.960.918,L
Symmetry Decryptor,911,7.898,1.014.111.263,L
Caldari Navy Dragonfly,4,26,1.013.825.000,L
Capital Micro Jump Drive,4,5,1.013.137.630,L
High-grade Rapture Gamma,3,3,1.009.497.782,L
Standup M-Set Advanced Component Manufacturing Time Efficiency I,1,1,1.009.428.563,L
VXN-01N Nullsec Ice Storm Filament,51,339,1.009.193.090,L
Nocturne Anti-Drain Booster III,90,106,1.008.607.828,L
Improved 'Guise' Cloaking Device II,16,19,1.008.299.188,L
Capital Asymmetric Enduring Remote Shield Booster,10,15,1.008.038.864,L
Datacore - Amarrian Starship Engineering,294,19.121,1.007.120.750,L
Purifier Imperial Police SKIN,27,30,1.006.321.932,L
Unstable Medium Ancillary Armor Repairer Mutaplasmid,6,11,1.005.365.338,L
Sentient Signal Amplifier,51,70,1.005.190.251,L
Pithi B-Type Small Shield Booster,11,11,1.004.784.325,L
Mobile Medium Warp Disruptor II,21,45,1.004.461.089,L
Mjolnir Javelin Torpedo,80,430.515,1.004.304.722,L
Ikitursa Liminal Crossings SKIN,1,1,1.004.000.000,L
Hulk GalNet StreamCast Unit SKIN,9,11,1.003.415.876,L
Plasmonic Metamaterials Reaction Formula,21,47,1.003.403.988,L
Boosted Mint Satin - Limited,22,133,1.002.141.515,L
Peppermint Plasmoid Gloss - Unlimited,4,4,1.001.902.016,L
Hexite,22,267.054,1.001.728.067,L
Jackdaw Yoiul Star SKIN,1,1,1.001.155.000,L
Isogen Prospecting Array 3 Blueprint,1,1,1.000.000.000,L
Standup Biochemical Reactor I Blueprint,1,1,1.000.000.000,L
Marshal Iceblade Guerilla SKIN,1,1,1.000.000.000,L
Tobias' Modified Thermal Shield Amplifier,1,1,1.000.000.000,L
Liquid Groove - Unlimited,1,1,1.000.000.000,L
Gallente Control Tower Blueprint,2,2,1.000.000.000,L
Standup Hybrid Reactor I Blueprint,1,1,1.000.000.000,L
Standup Cap Battery I Blueprint,5,5,1.000.000.000,L
Standup Research Lab I Blueprint,1,1,1.000.000.000,L
Structure Advertisement Nexus Blueprint,5,5,1.000.000.000,L
Bosonic Field Generator Blueprint,1,3,1.000.000.000,L
Standup Energy Neutralization Burst Projector Blueprint,2,2,1.000.000.000,L
Jagged Biome - Unlimited,1,1,1.000.000.000,L
Structure Laboratory Blueprint,5,5,1.000.000.000,L
Panther Iceblade Guerilla SKIN,1,1,1.000.000.000,L
Confessor Lavacore Imperial SKIN,1,1,1.000.000.000,L
Ragnarok Shakim Warlord SKIN,1,1,1.000.000.000,L
Xarasier X-Large Ancillary Shield Booster,1,1,1.000.000.000,L
Arbitrator Triglavian Twilight SKIN,2,2,999.900.000,L
Thorax Abyssal Firestorm SKIN,1,1,999.800.000,L
Standup M-Set Basic Small Ship Manufacturing Time Efficiency I,1,1,999.699.968,L
Standup M-Set Biochemical Reactor Time Efficiency I,2,2,999.699.968,L
Kikimora Copper Lightning SKIN,1,1,999.433.344,L
Corelum A-Type Medium Remote Armor Repairer,6,7,999.428.931,L
'Phalarica' Thermal Lance Blueprint,3,3,999.000.000,L
Precursor Plate Metallic - Limited,10,54,998.770.030,L
Capital Remote Repair Augmentor I,9,16,998.706.780,L
Kronos Caille Neon SKIN,12,17,998.285.830,L
Svipul Heartsurge SKIN,1,1,998.000.000,L
Large Thermal Shield Reinforcer II,42,73,997.841.534,L
Hyperion Capsuleer Elite XIX SKIN,1,1,997.500.032,L
Compressed Crimson Arkonor,13,69.378,997.324.638,L
Hydrogen Batteries,117,2.141.249,997.144.006,L
Unit D-34343's Modified Drone Navigation Computer,2,2,996.750.008,L
True Sansha Dual Giga Pulse Laser,2,2,995.900.032,L
Men's 'Nova' Headwear (silver),1,1,995.800.000,L
Republic Fleet 425mm Autocannon,4,9,995.766.848,L
Estamel's Modified Kinetic Shield Hardener,1,1,994.899.968,L
Eifyr and Co. 'Alchemist' Gas Harvesting GH-803,24,36,993.412.587,L
Compressed Brimful Zeolites,68,4.569.924,993.131.379,L
'Holy Destiny' Electromagnetic Lance Blueprint,2,3,991.900.000,L
BlastShot Condenser Pack M,26,119.932,991.584.360,L
Women's 'Corsair' Heels (brown),1,1,991.400.000,L
Inherent Implants 'Squire' Capacitor Emission Systems ES-705,6,6,991.224.037,L
Copasetic Compact Shield Boost Amplifier,261,442,991.143.999,L
Clone Vat Bay I,5,5,990.697.867,L
Gist B-Type 100MN Afterburner,8,8,990.283.093,L
Women's 'Orb Semiotique' Synthetic Eye (right),1,1,989.666.667,L
Sleipnir Bloody Hands SKIN,1,1,989.000.000,L
Capital Auxiliary Nano Pump I,9,15,988.300.435,L
Tairei's Modified Capacitor Power Relay,1,1,988.288.882,L
Zainou 'Gypsy' CPU Management EE-602,75,153,987.892.908,L
Thukker Medium Shield Extender,11,13,987.590.323,L
Nanotransistors Reaction Formula,28,50,986.818.563,L
Carbon Polymers Reaction Formula,41,149,986.326.338,L
Thorax Blueprint,9,12,985.906.532,L
Corpii A-Type Small Energy Nosferatu,33,49,985.579.639,L
Moros Navy Issue Arkombine Arisen SKIN,3,3,985.213.768,L
Gistum C-Type Medium Remote Shield Booster,21,45,984.601.666,L
Medium Compact Vorton Projector,3,3,983.359.715,L
Polytextiles,40,201.335,983.107.217,L
Noise-15 'Needlejack' Filament,3,5,982.707.436,L
Miner II,634,1.528,982.702.051,L
Avatar Awakening YC125 SKIN,1,1,982.500.011,L
Caldari Navy Shield Boost Amplifier,14,15,981.916.145,L
Hex Net - Unlimited,8,9,979.960.947,L
Solstice Nexus - Limited,17,92,979.587.608,L
Fission Reactor Unit,9,1.380,978.229.356,L
Navy Micro Auxiliary Power Core,69,119,978.224.262,L
High-grade Halo Epsilon,3,3,976.840.313,L
Vanadium Essence Metallic - Unlimited,1,1,976.342.500,L
Celestis Blueprint,8,11,976.052.684,L
CONCORD Colonel Emblem,18,1.729,975.932.096,L
Advanced Laboratory Operation,39,59,975.810.681,L
Dramiel Sariel's Flames SKIN,3,3,974.356.087,L
Caldari Navy Scourge Cruise Missile,167,1.008.648,974.102.633,L
Mid-grade Rapture Omega,2,2,973.997.813,L
Nova Rage Torpedo,140,895.065,973.082.942,L
Standup M-Set TE Research Cost Optimization I,2,2,972.800.000,L
Women's 'Guidemask' Facial Augmentation,1,1,971.831.992,L
Guristas Antimatter Charge XL,16,90.389,970.906.274,L
Leshak Scope Syndication YC122 SKIN,1,1,969.650.000,L
Mjolnir Fury Heavy Missile,283,1.993.154,968.744.734,L
Yan Jung Tachyon Stetoscope,11,12,967.892.128,L
Domination 10MN Afterburner,24,28,966.651.047,L
Large 'Sheriff' Shield Extender,13,16,965.521.848,L
Dark Blood Heavy Capacitor Booster,38,47,964.817.337,L
Republic Fleet Dual 425mm Autocannon,5,11,964.497.915,L
Carbon Fiber Reaction Formula,46,164,964.185.039,L
Medium Energy Nosferatu II,129,246,964.060.123,L
Women's 'Sanctity' Dress (red/silver),1,1,963.874.968,L
Men's Hyasyoda Crew Jacket,1,1,963.000.000,L
Obelisk Scope Syndication YC122 SKIN,1,1,962.966.667,L
High-grade Halo Delta,8,8,961.665.447,L
Amperum Mutanite,177,209.221,961.443.966,L
Large Projectile Burst Aerator II,16,18,960.537.613,L
Compressed Obsidian Ochre,20,213.008,959.610.055,L
Standup Missile Guidance Enhancer II,4,4,959.525.000,L
Antique Copper Foil Metallic - Limited,23,108,959.317.325,L
Vigilant Spearmint Satin - Limited,11,102,957.877.679,L
Takmahl Dynamic Gauge,50,103,955.741.107,L
Standup Locust II,2,8,955.332.680,L
Ark Mabebu Exchange SKIN,1,1,955.049.984,L
Wideband Emission Limiter,537,986,954.677.139,L
Large Hydraulic Bay Thrusters II,20,31,954.172.947,L
Compact Compounds,47,6.553,953.625.321,L
Metamorphosis Genolution Dazzle SKIN,1,1,953.533.354,L
Gila Empyrean Outlaws SKIN,6,7,953.216.458,L
Zainou 'Deadeye' Guided Missile Precision GP-804,6,7,952.788.108,L
Proteus Defensive - Augmented Plating,19,24,952.398.454,L
Raven State Police SKIN,1,1,950.000.000,L
Pulse Activated Nexus Invulnerability Core Blueprint,3,4,950.000.000,L
Bronze Cinder Metallic - Limited,1,1,950.000.000,L
Standup M-Set Structure Manufacturing Time Efficiency I,1,1,949.900.032,L
Standup M-Set Basic Capital Component Manufacturing Time Efficiency I,1,1,949.900.032,L
Arbitrator,67,107,949.879.527,L
Jaguar Tronhadar Ink SKIN,1,1,949.800.000,L
Wolf Chainbreaker Khumaak SKIN,1,1,949.733.355,L
Raptor State Police SKIN,2,2,949.666.667,L
Blackbird,56,98,949.582.678,L
Standup Dromi I,5,36,949.381.502,L
Navy Cap Booster 150,173,18.903,947.951.000,L
Large Ionic Field Projector II,11,17,947.388.079,L
Major Threat Detection Array 3,2,2,946.762.512,L
Arch Angel EMP XL,25,139.116,946.699.422,L
Limited Expanded 'Archiver' Cargo,16,25,946.377.075,L
Cormack's Modified Reactor Control Unit,2,2,945.828.571,L
Kaikka's Modified Large Shield Booster,1,1,945.637.488,L
Algos Intaki Syndicate SKIN,1,1,945.100.032,L
Mjolnir Fury Cruise Missile,183,1.781.131,944.452.821,L
Compressed Glare Crust,17,9.419,944.283.386,L
Shadow Serpentis Multispectrum Coating,82,121,943.952.424,L
Golden Cytoserocin,16,21.056,943.800.426,L
Low-grade Harvest Gamma,5,5,943.726.783,L
High-Tech Scanner,456,2.914,943.400.434,L
Capital Clarity Ward Enduring Shield Booster,6,7,942.862.719,L
Large Warhead Flare Catalyst II,14,18,942.298.413,L
Heavy Interdiction Cruisers,20,25,942.108.391,L
Shield Command Burst II,227,686,941.784.997,L
Cormack's Modified Thermal Energized Membrane,1,1,941.366.656,L
Low-grade Nomad Epsilon,2,2,940.926.444,L
Small Bay Loading Accelerator II,164,402,940.704.283,L
'Bailey' 1600mm Steel Plates,11,11,940.306.608,L
Caldari Navy Inferno Torpedo,113,385.954,940.277.077,L
Conflagrati Mutanite,200,214.716,940.248.756,L
Medium Rocket Fuel Cache Partition II,51,84,940.232.449,L
150mm Railgun II,214,1.539,940.087.944,L
Standup Gram I,6,46,939.632.616,L
Zainou 'Gypsy' Long Range Targeting LT-805,6,6,938.676.127,L
Medium Transverse Bulkhead I,114,472,938.129.825,L
Kausis Capacitor Booster III,77,100,936.779.226,L
Women's Republic Service Tattoo (Sebiestor),2,2,936.700.032,L
Capacitor Flux Coil II,553,1.477,934.671.318,L
Glorified Exigent Medium Drone Firepower Mutaplasmid,2,2,934.381.256,L
Standup Reprocessing Facility I,17,19,934.192.095,L
Chelm's Modified Reactor Control Unit,2,3,934.150.016,L
Zainou 'Deadeye' Sharpshooter ST-905,6,7,934.130.217,L
Capital Thermal Armor Reinforcer II,1,1,933.699.968,L
Vedmak Singularity Storm SKIN,1,1,933.475.008,L
Gistii B-Type 1MN Afterburner,15,19,933.061.925,L
Stabber Republic Police SKIN,1,1,932.800.000,L
Concentrated Veldspar,943,107.935.952,932.676.533,L
Eifyr and Co. 'Rogue' Navigation NN-606,2,2,930.821.022,L
Annointed Dead Pattern - Limited,22,91,930.555.740,L
Drone Transceiver,353,15.646,930.457.961,L
Thon's Modified Large Shield Booster,2,2,929.500.032,L
Domination Heavy Warp Disruptor,1,1,927.166.676,L
Jump Fuel Conservation,39,51,927.148.553,L
Bowhead Guristas Industrial Livery SKIN,1,1,924.899.968,L
Haema Iron Metallic - Unlimited,1,1,924.500.000,L
Small Explosive Armor Reinforcer II,71,111,922.218.408,L
Gist A-Type EM Shield Hardener,8,11,921.620.657,L
High-grade Grail Omega,8,9,920.783.633,L
Ceramic Powder Reaction Formula,37,140,920.768.526,L
Golem Steel Cardinal SKIN,2,2,920.472.213,L
6th Tier Overseer's Personal Effects,225,1.644,920.449.360,L
Standup Siren II,5,24,920.053.053,L
Experimental Jump Drive Economizer,21,52,919.999.177,L
Standup M-Set Enhanced Targeting System I,2,2,919.506.481,L
Punisher Shattered Paradigm SKIN,49,86,918.517.056,L
Ion Siege Blaster I,8,19,917.992.668,L
Stiletto Republic Police SKIN,4,4,917.523.597,L
Vis Vitalis Volatile Booster,56,357,917.149.151,L
Large Remote Armor Repairer II,130,428,915.560.914,L
Standup Cap Battery II,2,3,915.546.669,L
Pithi C-Type Small Shield Booster,11,12,915.193.814,L
Imperial Navy Multifrequency M,208,4.865,914.101.624,L
Bellicose Blueprint,7,11,913.636.131,L
Capital Mercoxit Compressor I Blueprint,1,1,912.750.016,L
Gistii B-Type Small Shield Booster,7,7,912.618.329,L
Mizuro's Modified Rapid Heavy Missile Launcher,2,2,912.133.333,L
Dual Giga Beam Laser I Blueprint,9,21,910.690.863,L
Domination Nanofiber Structure,24,28,910.567.906,L
Hyena Zydrine Burn SKIN,5,6,910.519.398,L
Barghest "Blaze" Squadron SKIN,1,1,910.377.785,L
Echelon,9,12,910.051.182,L
100MN Afterburner II,245,410,909.706.429,L
Capital Radiation Conversion Unit,2,12,909.077.787,L
Medium Auxiliary Nano Pump I,300,599,908.572.903,L
Unstable Capital Ancillary Shield Booster Mutaplasmid,2,2,907.900.032,L
Centus C-Type Explosive Armor Hardener,8,9,906.972.660,L
Glorified Unstable Magnetic Field Stabilizer Mutaplasmid,2,3,906.389.388,L
Bomb Launcher I,175,403,906.279.956,L
Corrupted Coral Matte - Unlimited,17,29,905.782.004,L
'Yurt' Mobile Depot,28,39,905.775.926,L
Scourge Rage Heavy Assault Missile,537,10.427.948,905.501.926,L
Ramaku's Modified 200mm AutoCannon,1,1,905.000.000,L
Moa Blueprint,9,11,904.885.653,L
Large Core Defense Field Extender I,135,995,903.811.672,L
Gist C-Type EM Shield Hardener,7,8,903.251.579,L
Phylax Armor Booster II,118,150,902.772.113,L
Shattered Villard Wheel,223,8.605,902.078.429,L
Small Consortium Vorton Projector,2,3,900.900.001,L
Low-grade Nirvana Beta,8,8,900.385.565,L
Synthetic Aperture Ladar Receiver,112,19.468,900.231.362,L
